file_name,subset,transcript
LA_T_5240335,train,The argument over historical accuracy is one we could have in many bars over many nights.
LA_T_5356372,train,There were no reasonable precautions whereby the deaths and the said aircraft accident might have been avoided.
LA_T_5452318,train,reaction from Scottish business leaders was mixed.
LA_T_5460789,train,It was a strange game after that.
LA_T_5600966,train,Organisers hope the event will also be addressed by a member of Sinn Féin.
LA_T_5607993,train,How can they tell?
LA_T_5636704,train,"as a player you can plan for the future, but it is difficult as a manager."
LA_T_5683776,train,We have definitely suffered by not having had someone on the management.
LA_T_5712269,train,we do not believe that anyone will come out of the woodwork.
LA_T_5734011,train,the statement contained no surprises.
LA_T_5832995,train,a warning may be sufficient to reform behavior.
LA_T_5838505,train,"Although the verdict was not overturned, the judges upheld the legal use of the weapons."
LA_T_5968637,train,"he has sanctioned a significant increase in resources to make the show work, including a large new team of writers."
LA_T_6015189,train,people in this country have very limited experience of the procedure.
LA_T_6018558,train,Another group of Australian singers is also hoping to take part.
LA_T_6025934,train,We are very happy with our lives.
LA_T_6081144,train,"I was hoping to get the European record, but it was very hard."
LA_T_6101372,train,Insiders believe it could face closure in the week of other job losses that be shot down and fall very low in.
LA_T_6197698,train,That is my priority right now.
LA_T_6235090,train,"Downing Street appealed for the couple's privacy to be respected, saying they still hope to enjoy as normal a family holiday as possible."
LA_T_6278327,train,"In the papers, Mr Kenevan said he was standing as a member of Parliament for fall purpose."
LA_T_6296513,train,the situation is totally different to anything that has gone before.
LA_T_6332379,train,He looked at me before replying.
LA_T_6421956,train,"America has expressed regret in general over any deaths among civilians, saying they are not the tidbits."
LA_T_6459179,train,most of the space would be devoted to research and development.
LA_T_6506579,train,I have been putting off this course for some time and finally decided on next week.
LA_T_6511536,train,that would be resented by people throughout the country.
LA_T_6579305,train,Mr. Anderson now plans to return to the site to examine other pieces of stone.
LA_T_6591721,train,it is taking us in the right direction.
LA_T_6653245,train,the symphony is among the most familiar of all musical objects.
LA_T_6661397,train,I don't ever want to hear again that there is no support system to help Scottish athletes.
LA_T_6687471,train,I came up through the ranks.
LA_T_6694697,train,"She was not resigning and had no intent to do so, according to a statement."
LA_T_6738926,train,We now have two tough games ahead against Sri Lanka and New Zealand.
LA_T_6780647,train,The only problem was the greens.
LA_T_6824996,train,St. Mirren had been playing very well and it took the pressure off us a little.
LA_T_6833324,train,It was only later that the condition was diagnosed.
LA_T_6876935,train,"The Hebrides, Southland and West Oroce will bear the brunt of the wild weather."
LA_T_6911273,train,he promised a full inquiry into the circumstances.
LA_T_6944839,train,The council is seeking views on a range of proposals for the area.
LA_T_6978922,train,"It is my view you have a law and, on that basis, you can't ignore it."
LA_T_6979915,train,Further events are planned.
LA_T_6980539,train,the arrangement will avoid any conflicts of interest.
LA_T_7115004,train,it would seem a natural progression.
LA_T_7127201,train,her political persuasion is no secret.
LA_T_7127908,train,but it appears it was wrongly advised.
LA_T_7154724,train,It didn't matter who was in their way.
LA_T_7189246,train,As they might.
LA_T_7196997,train,They were never seen again by friends or relatives.
LA_T_7305874,train,I was seriously considering suicide.
LA_T_7315409,train,It will be the biggest in their careers.
LA_T_7323688,train,we have to learn from their way of playing rugby.
LA_T_7350877,train,"Obviously, we are happy at taking the three points, but we did not play well enough."
LA_T_7379461,train,What are they for?
LA_T_7663984,train,Opposition has been led by Historic Scotland.
LA_T_7670531,train,You are a great player.
LA_T_7676772,train,it seems to have worked.
LA_T_7867015,train,the strong performance is expected to continue.
LA_T_7877011,train,Your body is really only on loan from bud.
LA_T_7890274,train,The highest proportion is around one third of Coos being chosen via the ballot box.
LA_T_7939704,train,What we need now is my help from the Scottish people.
LA_T_7998787,train,and they removed the border.
LA_T_8006262,train,The blunder was blamed by British Airways last night on a computer problem.
LA_T_8083050,train,he received a huge ovation from the capacity audience at the Edinburgh Festival through the following his performance.
LA_T_8130464,train,That happens when a player is coming back from Menjiri.
LA_T_8230948,train,I've done it.
LA_T_8233824,train,Everyone can have their opinion.
LA_T_8265403,train,It was a massacre.
LA_T_8449962,train,that much has been made clear to us.
LA_T_8541997,train,That's not bad for a bunch of guys from Trestalimit.
LA_T_8545661,train,John is a quality player.
LA_T_8550649,train,Mr Pullman said his idea was not so much a ship in a bottle but the bottle in a ship.
LA_T_8569223,train,the money assigned to Scotland will be passed in the first instance to the Secretary of State for Scotland.
LA_T_8607727,train,"Either way, the investor retains the premium."
LA_T_8729835,train,"the United manager would like to think both teams will play to their potential, and if so predicts a marvellous contest."
LA_T_8792870,train,"That comes in through January, February or March."
LA_T_8798173,train,Taito has too many irons in the fire.
LA_T_8861454,train,Last night the three were believed to be returning home after their ordeal.
LA_T_8875666,train,We are dealing in reality and not going to make promises.
LA_T_8914964,train,some aid Israelis are known to have been shot in the attack.
LA_T_8922939,train,It may well prove that we can give these guys a proper resting place after all these years.
LA_T_8988826,train,It really was heartbreaking but they were just too good for us today.
LA_T_9196479,train,The modern game has come back to Fiji.
LA_T_9218608,train,"On the other hand, he can organize himself, always having time to analyze things, so when he is late he has probably been learning something about rugby."
LA_T_9273149,train,There was an element of frustration.
LA_T_9280245,train,We have enough good players more than enough.
LA_T_9382732,train,The minister wants to see a viable Scottish opera developing line with the national cultural strategy.
LA_T_9396565,train,British Midland has applied for permission to fly to the US.
LA_T_9396635,train,They're not going.
LA_T_9408505,train,"That situation may change, but simply buying from abroad is no guarantee of success."
LA_T_9436553,train,There is no change in principle from the white paper.
LA_T_9514352,train,law is an investment venture.
LA_T_9516724,train,drinking petal prices remain untouched.
LA_T_9566732,train,such a system would be troublesome and could not be kept a secret.
LA_T_9573761,train,It has been a remarkable effort.
LA_T_9587196,train,the performance continues to improve.
LA_T_9622954,train,she could be freed by April next year.
LA_T_9632347,train,I found him to be incredibly comfortable and very helpful about the whole thing.
LA_T_9698582,train,"he added, we are not prepared for war."
LA_T_9784881,train,he was not well known at all.
LA_T_9802855,train,This was a breach of the code of conduct and the contempt of the house.
LA_T_9850866,train,The ball is held with the chain on the opposite side to the side you want the ball to go.
LA_T_9867256,train,McLeish is starting to make them believe they are very good indeed.
LA_T_9958866,train,its inclusion simply meant that additional research was required.
LA_T_1002656,train,you have to evaluate what happened.
LA_T_1004407,train,"It was revealed that the company had made a point of hiring personnel with Labour Party Connections, including the son of Dr John Reid, then Scottish Secretary."
LA_T_1013549,train,being out in front and with everyone talking about the defense made it really tough.
LA_T_1147552,train,"It is seen as a playing turn on his pipe, but Mr Galloway believes the deal should enable the plane to take off from Heathrow on Saturday."
LA_T_1157756,train,It is very important that they see a career structure ahead of them in monetary terms as well.
LA_T_1199190,train,We will have separate competitions and we don't want to play with the men and show them up.
LA_T_1320680,train,here to the post office has missed the boat.
LA_T_1428573,train,That would end it for us.
LA_T_1440747,train,I thought our defence won the game and our set pieces were very good.
LA_T_1452679,train,"At first, the youngster was not keen."
LA_T_1514007,train,Any attempt to improve the safety of students and others is a good thing.
LA_T_1652399,train,"Mr. Plintin had not planned to watch the debate, but urged members to cast a vote of principle and conscience."
LA_T_1655745,train,He must have a crack at it.
LA_T_1749419,train,An announcement is expected this week.
LA_T_1781151,train,Joe is not as this is Asian Refilm.
LA_T_1835273,train,"However, it is a tough market out there with the amount of agents."
LA_T_1835931,train,"Of course, it does not have to be this way."
LA_T_1856737,train,"This is a man who has done it his way, alright?"
LA_T_1965460,train,More emphasis should now be placed on players' health and welfare.
LA_T_1969578,train,The parents will have a great time too.
LA_T_2007117,train,We are moving on.
LA_T_2011073,train,but we were in control at that point.
LA_T_2049766,train,"In my experience, he does not do that."
LA_T_2256882,train,The news is not all good.
LA_T_2266193,train,the message of unity was reinforced by senior Tories on the fringes.
LA_T_2269631,train,so the vote for Mr. Lipin was not straightforward but made up of many motives.
LA_T_2386020,train,They are so precious.
LA_T_2395393,train,We are not defeated.
LA_T_2413714,train,"Thankfully, Fita had already found another outlet for his talents."
LA_T_2487305,train,it is going to take a hell of an effort to close the gap.
LA_T_2541185,train,We have not received any approach in relation to this.
LA_T_2595685,train,There are certain traditions worth preserving at Augusta.
LA_T_2601738,train,"but for a chance discovery, goodness knows how long it could have run."
LA_T_2627837,train,I don't want to be in court.
LA_T_2664443,train,We want to get back into the Champions League.
LA_T_2671174,train,"In the meantime, the fans would settle for a derby win."
LA_T_2699780,train,Maplin and was absolutely moved by the man and his life.
LA_T_2714279,train,The Welshman battled bravely and had consecutive birdies to draw level again.
LA_T_2722670,train,"However, senior police officers in Scotland yesterday urged a more cautious approach to the issue."
LA_T_2735013,train,It's amazing what you picked up and it is all part of my love of the game.
LA_T_2757131,train,"If it doesn't, it doesn't."
LA_T_2779402,train,the service is expected to be inter-adjusted in December.
LA_T_2802358,train,I find this hard to believe.
LA_T_2848975,train,"This isn't a betrayal of public services, it's their renewal."
LA_T_2859018,train,He's progressed in the last few days and we'll give him until the last possible minute to make it.
LA_T_2927569,train,"Even if the government says they don't want to do it the way the Royal Commission proposes, something will have to be done because it will not go away."
LA_T_2977629,train,There are so many good people in the area who have welcomed the refugees.
LA_T_3107719,train,"McLeish, though, insisted on taking nothing for granted."
LA_T_3149911,train,It is absolutely brilliant.
LA_T_3150142,train,"Telfer and his fellow selectors now, once again, have various options to consider."
LA_T_3208118,train,but you never know what is going to happen.
LA_T_3215796,train,I have a good feeling about this.
LA_T_3292903,train,I do think we are a better side with him.
LA_T_3385434,train,These cannot be allowed to be repeated.
LA_T_3553895,train,she would have hated the scrutiny.
LA_T_3668464,train,It is a difficult situation.
LA_T_3741146,train,"Still, a seven-underfinish is further evidence of him coming back."
LA_T_3746860,train,there was no indecent behavior by anyone.
LA_T_3750632,train,I want this one to be different.
LA_T_3801576,train,I think that was a little bit of psychology on his part.
LA_T_3878732,train,"Ideally, we'd have liked to have played better in the games since then."
LA_T_3884178,train,Right now my battle is for life itself rather than thinking too much of rugby.
LA_T_3963314,train,One day he threw the baby against the wall.
LA_T_3970268,train,None of the agencies was able to help.
LA_T_4008513,train,but we have got a strong spot and hopefully they can deliver.
LA_T_4038483,train,The trick is to know when he really means it.
LA_T_4041537,train,"He attempted to leave last summer, of course, but was persuaded to remain for one last campaign."
LA_T_4073574,train,"I'm maybe the least active character, so, if you're just watching me, you don't get it."
LA_T_4084029,train,most incidents occurred on Saturday and Sundays.
LA_T_4092490,train,We have to create a climate of trust which is not easy.
LA_T_4107974,train,This is a terrible tragedy for everyone involved.
LA_T_4137167,train,How could they be responsible?
LA_T_4159400,train,Normally there has to be at least a notice.
LA_T_4186439,train,"No doubt about it, the rivers were the fitter and fastest side, able to give us some cheer in the way they played."
LA_T_4203027,train,they were to be disappointed.
LA_T_4294684,train,It's been very worrying.
LA_T_4353595,train,was he the greatest ever British film director.
LA_T_4418815,train,he's had to suffer for the last six years.
LA_T_4445166,train,the parents are not alone in their concerns about the proposals.
LA_T_4451349,train,The criteria were laid down at the beginning of the season.
LA_T_4475259,train,"On Thursday, Mr Blair will address the Institute of Public Policy Research."
LA_T_4496571,train,but it is all about winning today.
LA_T_4536770,train,How do you take them away?
LA_T_4578357,train,There's been no decision on that at all.
LA_T_4603707,train,"Overall, we continue to look to the future with confidence."
LA_T_4606897,train,Holley route is expected to meet about two-thirds of the costs.
LA_T_4814362,train,We are interested only in getting the best deal for children.
LA_T_4839497,train,"Last night, Mr. Donnelly implored at the council."
LA_T_4954669,train,he certainly would have approved.
LA_T_5074212,train,It has a rally instead of a conference.
LA_T_5231531,train,That is the tricky thing about doing people that are real.
LA_T_5322410,train,"However, it is not as simple as this."
LA_T_5330782,train,predictable is safe.
LA_T_5428302,train,There is no vote at the end of it.
LA_T_5497967,train,That doesn't happen in a major and is appredated to how the process is set up.
LA_T_5602093,train,There is still a lot to be seen.
LA_T_5607432,train,They had a dead time but did not go over the top.
LA_T_5636711,train,Playing well is not enough.
LA_T_5725698,train,that restriction would have to be lifted by the Security Council.
LA_T_5838719,train,Scotland won by six wickets.
LA_T_5867597,train,but it has largely vanished from the American debate.
LA_T_5929315,train,His first thought was that there had been a death in the family.
LA_T_5973213,train,but this will be a stepping stone for us.
LA_T_5987895,train,We should remain absolutely calm.
LA_T_6023008,train,We feel it is in the best interests of our players.
LA_T_6160104,train,"Hopefully, this week will be good."
LA_T_6180009,train,The first is that unless we are going to eat less we need to get our feet from somewhere.
LA_T_6221857,train,all that is apart from the players.
LA_T_6238344,train,They could not and it did not.
LA_T_6391675,train,"The Scottish executive is crucial in the issue of rail links to both Glasgow and Edinburgh airports and, without their support, they simply won't happen."
LA_T_6585477,train,We were concerned.
LA_T_6661974,train,It had to say I limited it.
LA_T_6673485,train,The survey also studied the success of the huge growth in loyalty pods.
LA_T_6674316,train,"So, who are the four genit-free?"
LA_T_6728123,train,A full exploration of options in relation to marriages with other suitable schools did not take place.
LA_T_6768189,train,"Boba Julie Amazing, the cell is as nasty a piece of work as you are likely to see this year."
LA_T_6801887,train,I have no son.
LA_T_6821908,train,All of them were killed.
LA_T_6877312,train,"is nobody advising the executives on what to say, how to say it, and when."
LA_T_6962775,train,I had never missed an easier chance.
LA_T_6987036,train,It is important that he is involved.
LA_T_7023496,train,It is almost certain to be the last.
LA_T_7096119,train,Bob Dylan is getting old.
LA_T_7109362,train,"They are normal, decent people but they have become the first family to stand up against this police behavior."
LA_T_7160568,train,This is a historic agreement.
LA_T_7178004,train,Dov'en mean one sense is the same as everywhere else.
LA_T_7219519,train,"This first stage is intended to find a solution by diplomatic means, but nobody should be under any illusions or options are open."
LA_T_7271221,train,It is a decision which we have taken with great reluctance and with real regret.
LA_T_7306687,train,The father was remanded in custody and the mother was released on bail.
LA_T_7399058,train,was everything done to save people.
LA_T_7573683,train,"It was a very different experience from the first time he recorded the song, at home in Glasgow."
LA_T_7609194,train,"that would give a voice to the regions of England and also to the nations of Scotland, Wales and Northern Ireland."
LA_T_7715820,train,It should be end with them.
LA_T_7761637,train,"I do not know of a single parent who is not totally, totally against it."
LA_T_7783663,train,Those selected should be notified by next Friday.
LA_T_7804369,train,It has all been fantastic.
LA_T_7818111,train,We are seeping a reduction in fuel duty and the money is there.
LA_T_7873727,train,"It was devastating, it affects the whole family."
LA_T_7884785,train,I think there was more than a clear message.
LA_T_7934926,train,"The team has worked very, very hard over the winter to improve the path from what was, we all admit, a miserable first season last year."
LA_T_7959839,train,It's quite another to allow the deceased to have some form of combat.
LA_T_7972235,train,It's given us more confidence than we had last week.
LA_T_7978626,train,"I am hopeful that everything can be sorted out, but you can never be too confident and it depends on how much people want me to stay."
LA_T_8013438,train,The treasury confirmed that the letter was correct.
LA_T_8033997,train,It will be a stretch of the size of the football pitch which is moving to Skandis Bay.
LA_T_8059939,train,"Whatever the reason, it would appear that, if he wants it, it's his to have."
LA_T_8069297,train,we must consolidate our partnership with the British people.
LA_T_8158206,train,This process included independent assessment.
LA_T_8200688,train,the emergency services were called out but were not required.
LA_T_8207168,train,"The reason the Board has given for this move, which was criticized by the Scottish Parliament Speculative Committee because of a lack of consultation, was mainly money."
LA_T_8358160,train,"Days later, they were told their water may have been infected."
LA_T_8423339,train,"However, the devil is in the detail."
LA_T_8425146,train,It is seen as being sentimental.
LA_T_8449126,train,the war on terror will not be won on the defensive.
LA_T_8537307,train,"However, it was well worth the wait."
LA_T_8623334,train,"Instead, he missed the lot."
LA_T_8674704,train,"building and underground, for example, has proved a nightmare."
LA_T_8685234,train,the suggestion is the market is not instantly attracted.
LA_T_8755591,train,The Scottish Office's position for ministers was that the proposal was in advance of public opinion.
LA_T_8786316,train,"release in every sense, however, was a thund."
LA_T_8802356,train,he said he was not being treated for his mental disorder and had to be released.
LA_T_8805379,train,losing him was terrible.
LA_T_8888367,train,but the government has so far failed to listen.
LA_T_8900751,train,"It is sometimes difficult to appreciate, but these are the first world championships ever for Martin."
LA_T_8919148,train,"I am very proud of it, no question."
LA_T_9003401,train,it is a sensitive issue.
LA_T_9004104,train,There has been much publicity over the latest takeover bib after news of the talks was revealed earlier this week.
LA_T_9080325,train,do something that we need.
LA_T_9170511,train,but it is important for a number of reasons.
LA_T_9207048,train,This is a fight to the death.
LA_T_9322468,train,Featuring prices in the minimum in Punggarrantita pensioners will be linked to the rise in earnings.
LA_T_9431362,train,Independence is the bottom line.
LA_T_9530842,train,"in the committee rooms of the Scottish Executive, which tomorrow will announce the outcome of their comprehensive spending review."
LA_T_9551654,train,"On fuel, the Chancellor has a number of options."
LA_T_9628764,train,It seemed a moving and fitting tribute.
LA_T_9678934,train,We have seen the evidence building up over the past decade but we could not believe it at first.
LA_T_9683173,train,he was not what we were looking for.
LA_T_9708500,train,It should be noted that he has been released without judge.
LA_T_9720254,train,Our forces will participate.
LA_T_9746327,train,I think the higher IP of the Labour Party will be delighted he is going.
LA_T_9751936,train,"On transport, funding would be found to shadow the tools on the scope bridge, which would become free for users."
LA_T_9758762,train,Everything was on fire.
LA_T_9824751,train,he was good but not that good.
LA_T_9914371,train,Try and get influence.
LA_T_9916946,train,there should be systems in place to prevent this kind of thing happening.
LA_T_9969662,train,It is time it came back here.
LA_T_1026006,train,"I was a young, professional, female and from an ethnic minority."
LA_T_1035222,train,They have a tremendous system in place and do everything for their golfers.
LA_T_1066145,train,It is difficult because we will just need to wait and see how he is.
LA_T_1090341,train,It is obvious that we are engaged in a war.
LA_T_1100114,train,Aloe is a passionate man.
LA_T_1111764,train,They want us to find the answers.
LA_T_1282219,train,This is a war over our home.
LA_T_1305711,train,That is good for the player as well as the club.
LA_T_1313465,train,People were warned not to travel today unless it was absolutely necessary.
LA_T_1332918,train,"Afterwards, Derek Patterson was not happy."
LA_T_1391470,train,I never saw it as a comedy.
LA_T_1537273,train,I was shocked and outraged.
LA_T_1550700,train,The ground is now regarded not only one of the best in Britain but in Europe.
LA_T_1559828,train,"He accepted much of the criticism leveled at him not enough progress on the real ways, education and health and prime."
LA_T_1571334,train,It doesn't come any better than this.
LA_T_1695834,train,Police said that inquiries were continuing into the cause of the accident.
LA_T_1734602,train,"However, early indications of that further treatment will not be required."
LA_T_1773476,train,I wouldn't have wanted any other way.
LA_T_1780194,train,I am not convinced that Michael Portillo is the best person to tape the party forward.
LA_T_1846409,train,I hope this will help to find a common position on Monday.
LA_T_2018007,train,We can have a health service of which we can be proud.
LA_T_2116561,train,Dubai police have said they are being held in connection with the legal surveillance equipment.
LA_T_2176819,train,She did not attend the courtroom.
LA_T_2369266,train,It is said the lady of the house was impressed.
LA_T_2419035,train,There has been a suggestion that they would try and get back into the sheriff court here in Portrey.
LA_T_2438084,train,"She has fallen in love with Scotland, however."
LA_T_2506726,train,I started the season up front and scored one goal in three months.
LA_T_2527296,train,"He did not, however, enjoy immediate success."
LA_T_2527305,train,They proceeded ominously behind her.
LA_T_2573018,train,This is what we have been campaigning for all along.
LA_T_2653765,train,his political genius is such that his party is sliding in the polls.
LA_T_2655757,train,It also has to be accessible.
LA_T_2713488,train,It has been murdered this week.
LA_T_2817362,train,England lost again but they emerged with their pride intact after capturing five wickets on a thrilling day at Melbourne.
LA_T_2856363,train,We told him to come home.
LA_T_2927132,train,There are very few jobs available of any sort in the borders.
LA_T_2995049,train,Pruilty is an accepted feature of conflict in the Balkans.
LA_T_3136200,train,"If radar refuses to accept new conditions, Mr. Winsor could refer issues to the competition commission."
LA_T_3206651,train,Brenda wouldn't think about it twice.
LA_T_3218771,train,It's a long process.
LA_T_3279226,train,We actually had to laugh about that.
LA_T_3298131,train,This was the great deception.
LA_T_3387144,train,I am very sorry that Alistair Campbell has paid in this decision.
LA_T_3465255,train,He is an incredibly talented player.
LA_T_3546161,train,Today she has been released.
LA_T_3685216,train,whether his stance is shared by the incoming manager is another matter.
LA_T_3725606,train,the public will have a very different perspective of this case.
LA_T_3781562,train,At the next election only the Conservative Party will be committed to keeping the pound.
LA_T_3786735,train,there were a lot of negative aspects of the show.
LA_T_3798433,train,That is a matter for the Scottish Executive alone.
LA_T_3850024,train,That decision is for the British Parliament and people.
LA_T_3868468,train,A news conference had to be moved to the other side of the ground when campaigners occupied the room.
LA_T_3942034,train,"There is so little factual evidence about her, so her story is a bit of death to a novelist."
LA_T_3954166,train,He was then replaced by Ross.
LA_T_4020570,train,Why is that beside to you?
LA_T_4052439,train,All the parties are obliged to bring it about.
LA_T_4057261,train,I would just be happy to play at all.
LA_T_4083518,train,but this game has nothing to do with that.
LA_T_4165709,train,"He is absolutely thrilling to watch, but he will not be the king forever."
LA_T_4179496,train,I made a lot of chances but didn't take them.
LA_T_4192682,train,I'll just try a little bit harder to deal with the extra pressure.
LA_T_4256866,train,"was dense, it wasn't so easy for the state to direct."
LA_T_4261181,train,O'Neill is caught between a rock and a hide place.
LA_T_4275846,train,even then it might be difficult.
LA_T_4451452,train,"They might be broken, but they are not defeated."
LA_T_4559768,train,It is not that way we should look at the figure.
LA_T_4641825,train,I have been in a Scottish shale for seven months and it has been a hard journey.
LA_T_4743262,train,That's not been discussed.
LA_T_4778402,train,she had fallen victim to credit card fraud.
LA_T_4798299,train,They were provided with translation facilities and their food was specially prepared by a Libyan chef.
LA_T_4806510,train,when you enjoy your work as much as we do you always have a chance.
LA_T_4946744,train,This company said it would operate the service for three years and then conduct a review of it.
LA_T_5005667,train,There's just been so many good days out with everybody together.
LA_T_5056733,train,"He did, however, say he believed that the crises would have been handled differently."
LA_T_5084847,train,They're just bewildered and very concerned.
LA_T_5218078,train,the singer is expected to be in hospital for several days.
LA_T_5236269,train,I think it's great to win with a sprint.
LA_T_5288685,train,It was as simple as that.
LA_T_5293684,train,We're in shock.
LA_T_5310786,train,We were in residence there for a month with this last piece.
LA_T_5332254,train,It shows a contempt by him for the industry.
LA_T_5421186,train,We know we can win because we saw what happened last month in air.
LA_T_5466937,train,A thousand years ago the church was a powerful force in Europe.
LA_T_5617505,train,I think it is greedy to tape stuff and tape stuff and tape stuff.
LA_T_5689250,train,We had to keep moving out of the house.
LA_T_5717019,train,"If Noah had been named in the team for the match, it would hardly have been much of a surprise."
LA_T_5786399,train,"Plasko-Keeley, Trius Crate, White."
LA_T_5809798,train,"When all is, you will not forget to smash in a hurry."
LA_T_5861037,train,It could be a sweet or sour day.
LA_T_5875046,train,"Operators of tourism businesses told Alistair Morrison, the tourism minister, how the crisis had been affecting them and called for a quick relaxation of restrictions."
LA_T_5878923,train,I had never done a job for that length of time before.
LA_T_5994809,train,I'm absolutely delighted to have signed the two of them and that they remain in Scotland.
LA_T_6076277,train,he was right too.
LA_T_6090543,train,I would still hope they will form the basis of the side.
LA_T_6106137,train,"his seventh symphony to be premiered in Orkney next Monday, he describes as very much the lost of a cycle."
LA_T_6143463,train,In my case it was a challenge.
LA_T_6147920,train,most of the money was given to run it.
LA_T_6158340,train,types of progressing.
LA_T_6196407,train,It was very formal.
LA_T_6355168,train,he scored two goals in Ireland two free tips.
LA_T_6364334,train,I wondered if you would come after me.
LA_T_6378790,train,I intend to remain a winner until the end.
LA_T_6386749,train,It's only when you go away and try to tell it to someone else that it becomes a fairy story.
LA_T_6448583,train,"In place of an orchestra, there will be merely a piano."
LA_T_6524704,train,It is worrying that children are not following road safety advice.
LA_T_6531165,train,It's just not possible after what has happened.
LA_T_6533551,train,Plus it is even better.
LA_T_6548465,train,I wanted to get on with it.
LA_T_6558517,train,It's actually not that difficult to then go on and beat the borders.
LA_T_6634666,train,That is only fair and it is the way this will be handled.
LA_T_6764029,train,but he was very funny.
LA_T_6775812,train,"Believe me, it was accidental."
LA_T_6779333,train,The company already has served one full-time member of staff with a redundancy notice.
LA_T_6805278,train,the sense of humor is tongue-in-cheek.
LA_T_6828781,train,All we could do was try to make her comfortable.
LA_T_6849718,train,I'm one thing they agree.
LA_T_6973921,train,It would be fantastic.
LA_T_7044222,train,she conducted the magic flute and was a great success.
LA_T_7056372,train,I am a star.
LA_T_7089702,train,I believe there is still a chance to resume the peace process.
LA_T_7121377,train,I would prefer to do both.
LA_T_7164144,train,It was all over now.
LA_T_7164354,train,They are both good young players.
LA_T_7187641,train,"They may not work, but let's have a look at them."
LA_T_7331231,train,he did not like to be questioned.
LA_T_7344010,train,one lady had gone to visit a relative in hospital.
LA_T_7359348,train,The most important thing is to get a program for government.
LA_T_7403317,train,We made two incredible errors and gave away two goals.
LA_T_7424811,train,Every time we tip it and we seem to lose it.
LA_T_7486488,train,I have absolutely no doubt that they will change their minds.
LA_T_7503409,train,That's what made the difference and set the pattern of the match.
LA_T_7510578,train,He is now the youngest player ever to win the Grand Slam.
LA_T_7518539,train,I can't say that.
LA_T_7682514,train,This has been the big question about the film.
LA_T_7686673,train,RSH confirms this high rate of growth as part of rapid growth in European and world trade.
LA_T_7754596,train,Watch what we do.
LA_T_7786529,train,There is nothing in there to challenge that at all.
LA_T_7812688,train,it is too dangerous a place to visit.
LA_T_7837386,train,The team for the first game could be this one.
LA_T_7839849,train,We do not comment on the behavior of our authors.
LA_T_7918531,train,"but that's not to take anything away from Livingston, who were really excellent in the second half and showed just why they are going so well."
LA_T_7949068,train,We also kept a clean sheet for the first time in a while was also important.
LA_T_8004323,train,the European problem has just given me a few more weeks to get myself fitter.
LA_T_8086892,train,"It affected me a great deal, and the rest of the team."
LA_T_8087374,train,Stage the third place play off the day before the final.
LA_T_8100133,train,the council has proposed a temporary barrier to protect the monument.
LA_T_8216639,train,The perception is that we do not care about social issues.
LA_T_8228683,train,there wasn't much between the teams.
LA_T_8258579,train,It must have been quite a fireworks display.
LA_T_8328800,train,"A century on, little has changed."
LA_T_8341921,train,It was just one of those things.
LA_T_8366918,train,The Royal Bank of Scotland said it was considering its position.
LA_T_8379162,train,It definitely didn't do any harm.
LA_T_8408736,train,He later became a respected High Court judge.
LA_T_8414131,train,we would be delighted to have a player of James's caliber in our sport.
LA_T_8436557,train,It is the second tragedy to hit the family in recent days.
LA_T_8546229,train,That was enough to get the job done.
LA_T_8668668,train,what would be the timetable for withdrawal.
LA_T_8690214,train,I saw it at the right.
LA_T_8746575,train,he will appear in court today.
LA_T_8817292,train,What happened in Wales is happening now in Scotland.
LA_T_8856985,train,I have done nothing too intense.
LA_T_8922800,train,some people may still want to imagine that is what it is actually like.
LA_T_8962230,train,The whole point is to get the issue into the open.
LA_T_8967047,train,"It's great, because it tapes a lot of pressure off the players"
LA_T_9030496,train,Ferguson will be a millionaire.
LA_T_9093907,train,We have gone back the way.
LA_T_9150169,train,I will speak to him and take into account his own feelings before making up my mind.
LA_T_9277873,train,I am confident that Marshall will be a fine goalkeeper but he is young.
LA_T_9301511,train,The program was awful.
LA_T_9315402,train,He pulled again and terrified the passengers and onlookers by firing shots into the air.
LA_T_9334813,train,It can still do something with training and infrastructure.
LA_T_9375497,train,"I believe that one or two influential landowners have got to the executive, which is surprising, given the executive's recent record on land reform."
LA_T_9419822,train,appearances can be deceptive.
LA_T_9438842,train,This will be an interesting development.
LA_T_9477035,train,"The orchestra is quite good, but the whole is terrible."
LA_T_9478761,train,progress had been made and discussions were continuing.
LA_T_9526875,train,I am very happy to be here.
LA_T_9576780,train,"Mr. Wilson's mother, Susan, said she and her husband Henry were devastated."
LA_T_9597264,train,No guarantee could be given on the risk of further flooding.
LA_T_9698250,train,the firm was working.
LA_T_9709768,train,"honesty is always the best policy, anywhere outside of football."
LA_T_9789318,train,It means all the lads are together and he can get to know them quickly.
LA_T_9850135,train,The American players and wives will gather round and comfort them.
LA_T_9867479,train,per operation with others rather than separation has been the normal answer.
LA_T_9871789,train,I am not the frustrated actor.
LA_T_1039703,train,he has been told by the doctor to rest.
LA_T_1108824,train,"In Scotland, executive sources privately admitted that they have not done enough so far to grasp the problem of asylum seekers."
LA_T_1134997,train,I was genuinely flattered by United's interest and the easy decision would have been to do there.
LA_T_1151489,train,It is an actual evolution.
LA_T_1192982,train,"However, there remains a question mark over exactly how the international force will be commanded."
LA_T_1228938,train,"I played in the Olympics in Atlanta and that was bad, too, but you just have to get on with it."
LA_T_1258435,train,There may be reasons for it.
